_id,id_l,id_r,name_l,addr_l,city_l,phone_l,type__l,name_r,addr_r,city_r,phone_r,type__r,type_match_pred,city_contain_pred,name_edit_pred,name_contain_pred,name_unmatch_pred,addr_contain_pred,addr_edit_pred,addr_num_match_pred,addr_unmatch_pred,phone_match_pred,city_unmatch_pred,phone_area_code_unmatch_pred
1252,894,167,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','kalo\'s coffee house','1248 clairmont rd.',decatur,404-325-3733,coffeehouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1253,962,167,'binion\'s coffee shop','128 fremont st.','las vegas',702/382-1600,'coffee shops/diners','kalo\'s coffee house','1248 clairmont rd.',decatur,404-325-3733,coffeehouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1254,1018,167,'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','kalo\'s coffee house','1248 clairmont rd.',decatur,404-325-3733,coffeehouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1255,573,168,'la caravelle','33 w. 55th st.','new york',212/586-4252,french,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1256,574,168,'la cote basque','60 w. 55th st.  between 5th and 6th ave.','new york',212/688-6525,french,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1257,619,168,'la grotta','2637 peachtree rd.  peachtree house condominium',atlanta,404/231-1368,italian,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,1,0,0,0,0,0,-1,0,-1,0,0
1258,638,168,'la folie','2316 polk st.','san francisco',415/776-5577,french,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1259,737,168,'cafe la fortuna','69 w. 71st st.','new york',212/724-5846,'coffee bar','la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1260,751,168,'casa la femme','150 wooster st.  between houston and prince sts.','new york',212/505-0005,'middle eastern','la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1261,816,168,'la reserve','4 w. 49th st.','new york',212/247-2993,french,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1262,936,168,'la grotta at ravinia dunwoody rd.','holiday inn/crowne plaza at ravinia  dunwoody',atlanta,770/395-9925,italian,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,-1,1,0,0,0,0,0,0,-1,-1,0,-1
1263,936,169,'la grotta at ravinia dunwoody rd.','holiday inn/crowne plaza at ravinia  dunwoody',atlanta,770/395-9925,italian,'lettuce souprise you (at)','3525 mall blvd.',duluth,770-418-9969,cafeterias,-1,-1,0,0,0,0,0,0,-1,-1,-1,0
1264,534,171,'arnie morton\'s of chicago','435 s. la cienega blv.','los angeles',310/246-1501,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1265,595,171,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1266,617,171,'heera of india','595 piedmont ave.  rio shopping mall',atlanta,404/876-4408,asian,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,0,0,0,0,0,-1,-1,-1,0,0
1267,625,171,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
1268,685,171,'morton\'s','8764 melrose ave.','los angeles',310/276-5205,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1
1269,698,171,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1270,808,171,'jewel of india','15 w. 44th st.','new york',212/869-5544,asian,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
1271,845,171,'morton\'s','551 5th ave. at 45th st.','new york',212/972-3315,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,-1,0,1,0,0,0,-1,0,-1,-1,-1
1272,917,171,'atlanta fish market','265 pharr rd.',atlanta,404/262-3165,american,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,-1,0,0,0,0,-1,-1,-1,0,0
1273,918,171,'beesley\'s of buckhead','260 e. paces ferry road',atlanta,404/264-1334,continental,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,0,0,0,0,0,-1,-1,-1,0,0
1274,952,171,'south of france','2345 cheshire bridge rd.',atlanta,404/325-6963,french,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,0,0,0,0,0,-1,-1,-1,0,0
1275,955,171,'taste of new orleans','889 w. peachtree st.',atlanta,404/874-5535,southern,'morton\'s of chicago (atlanta)','303 peachtree st. ne',atlanta,404-577-4366,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
1276,637,172,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'my thai','1248 clairmont rd.',atlanta,404-636-4280,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1277,915,172,'annie\'s thai castle','3195 roswell rd.',atlanta,404/264-9546,asian,'my thai','1248 clairmont rd.',atlanta,404-636-4280,thai,-1,1,0,0,0,0,0,-1,0,-1,0,0
1278,950,172,'sato sushi and thai','6050 peachtree pkwy.  norcross',atlanta,770/449-0033,asian,'my thai','1248 clairmont rd.',atlanta,404-636-4280,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,-1
1279,978,174,'margarita\'s mexican cantina','3120 las vegas blvd. s','las vegas',702/794-8200,mexican,'nuevo laredo cantina','1495 chattahoochee ave. nw',atlanta,404-352-9009,mexican,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1280,551,175,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1281,606,175,'steak house','2880 las vegas blvd. s','las vegas',702/734-0410,'steak houses','original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1282,637,175,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1283,698,175,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1284,847,175,'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1285,866,175,'post house','28 e. 63rd st.','new york',212/935-2888,american,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1286,875,175,'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1287,936,175,'la grotta at ravinia dunwoody rd.','holiday inn/crowne plaza at ravinia  dunwoody',atlanta,770/395-9925,italian,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,1,0,0,0,0,0,0,-1,-1,0,-1
1288,1018,175,'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1289,543,176,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1290,549,176,'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1291,551,176,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1292,595,176,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1293,597,176,'tavern on the green','in central park at 67th st.','new york',212/873-3200,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1294,625,176,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
1295,695,176,'rj\'s the rib joint','252 n. beverly dr.','los angeles',310/274-7427,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1296,703,176,'the mandarin','430 n. camden dr.','los angeles',310/859-0926,asian,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1297,894,176,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1298,895,176,'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1299,917,176,'atlanta fish market','265 pharr rd.',atlanta,404/262-3165,american,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,1,-1,0,0,0,0,-1,0,-1,0,0
1300,927,176,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,1,0,0,0,0,0,-1,0,-1,0,0
1301,928,176,'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,1,0,0,0,0,0,0,-1,-1,0,0
1302,960,176,'battista\'s hole in the wall','4041 audrie st. at flamingo rd.','las vegas',702/732-1424,italian,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1303,983,176,'the bacchanal','3570 las vegas blvd. s','las vegas',702/731-7525,'only in las vegas','palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1304,1054,176,'the heights','3235 sacramento st.','san francisco',415/474-8890,french,'palm  the (atlanta)','3391 peachtree rd. ne',atlanta,404-814-1955,steakhouses,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1305,544,177,'restaurant katsu','1972 n. hillhurst ave.','los angeles',213/665-1891,asian,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1306,589,177,'rainbow room','30 rockefeller plaza','new york',212/632-5000,'or 212/632-5100 american','rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1307,625,177,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0
1308,644,177,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1309,684,177,'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1310,697,177,'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1311,732,177,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1312,798,177,'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1313,817,177,'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1314,885,177,'spring street natural restaurant & bar','62 spring st. at lafayette st.','new york',212/966-0290,american,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1315,926,177,'colonnade restaurant','1879 cheshire bridge rd.',atlanta,404/874-5642,southern,'rainbow restaurant','2118 n. decatur rd.',decatur,404-633-3538,vegetarian,-1,-1,0,0,0,0,0,-1,0,-1,-1,0
1316,543,179,'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1317,549,179,'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1318,551,179,'philippe\'s the original','1001 n. alameda st.','los angeles',213/628-3781,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
1319,595,179,'sign of the dove','1110 3rd ave. at 65th st.','new york',212/861-8080,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1320,597,179,'tavern on the green','in central park at 67th st.','new york',212/873-3200,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
1321,695,179,'rj\'s the rib joint','252 n. beverly dr.','los angeles',310/274-7427,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1322,703,179,'the mandarin','430 n. camden dr.','los angeles',310/859-0926,asian,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1323,894,179,'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1324,895,179,'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1
1325,927,179,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,1,0,0,0,0,0,-1,-1,-1,0,0
1326,928,179,'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,1,-1,0,0,0,0,0,-1,-1,0,0
1327,960,179,'battista\'s hole in the wall','4041 audrie st. at flamingo rd.','las vegas',702/732-1424,italian,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1328,983,179,'the bacchanal','3570 las vegas blvd. s','las vegas',702/731-7525,'only in las vegas','silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1329,1054,179,'the heights','3235 sacramento st.','san francisco',415/474-8890,french,'silver skillet  the','200 14th st. nw',atlanta,404-874-1388,'coffee shops',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
1330,658,181,'california pizza kitchen','207 s. beverly dr.','los angeles',310/275-1101,californian,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1331,878,181,'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1332,901,181,'turkish kitchen','386 3rd ave.  between 27th and 28th sts.','new york',212/679-1810,'middle eastern','thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1333,947,181,'r.j.\'s uptown kitchen & wine bar','870 n. highland ave.',atlanta,404/875-7775,american,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,1,0,0,0,0,0,-1,-1,-1,0,0
1334,951,181,'south city kitchen','1144 crescent ave.',atlanta,404/873-7358,southern,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,1,0,0,0,0,0,-1,-1,-1,0,0
1335,958,181,'bally\'s big kitchen','3645 las vegas blvd. s','las vegas',702/739-4111,buffets,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1336,544,183,'restaurant katsu','1972 n. hillhurst ave.','los angeles',213/665-1891,asian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1337,569,183,'gotham bar & grill','12 e. 12th st.','new york',212/620-4020,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1338,625,183,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
1339,644,183,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1340,675,183,'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
1341,684,183,'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1342,697,183,'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1343,722,183,'bar anise','1022 3rd ave.  between 60th and 61st sts.','new york',212/355-1112,mediterranean,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
1344,732,183,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,0,-1,-1,-1
1345,752,183,'cendrillon asian grill & marimba bar','45 mercer st.  between broome and grand sts.','new york',212/343-9012,asian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1346,787,183,'frico bar','402 w. 43rd st.  off 9th ave.','new york',212/564-7272,italian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
1347,798,183,'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1348,817,183,'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1349,842,183,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
1350,843,183,'monkey bar','60 e. 54th st.','new york',212/838-2600,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1351,881,183,'seventh regiment mess and bar','643 park ave. at 66th st.','new york',212/744-4107,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1352,885,183,'spring street natural restaurant & bar','62 spring st. at lafayette st.','new york',212/966-0290,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1353,926,183,'colonnade restaurant','1879 cheshire bridge rd.',atlanta,404/874-5642,southern,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
1354,943,183,'nickiemoto\'s: a sushi bar','247 buckhead ave.  east village sq.',atlanta,404/842-0334,fusion,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1355,947,183,'r.j.\'s uptown kitchen & wine bar','870 n. highland ave.',atlanta,404/875-7775,american,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1356,953,183,'stringer\'s fish camp and oyster bar','3384 shallowford rd.  chamblee',atlanta,770/458-7145,southern,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',-1,-1,0,0,0,0,0,0,0,-1,-1,0
1357,544,185,'restaurant katsu','1972 n. hillhurst ave.','los angeles',213/665-1891,asian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1358,606,185,'steak house','2880 las vegas blvd. s','las vegas',702/734-0410,'steak houses','white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1359,625,185,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,1,0,0,0,0,0,-1,0,-1,0,0
1360,637,185,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1361,644,185,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1362,684,185,'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1363,697,185,'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
1364,698,185,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1365,732,185,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1366,798,185,'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1367,817,185,'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
1368,847,185,'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
1369,866,185,'post house','28 e. 63rd st.','new york',212/935-2888,american,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
1370,875,185,'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
